l_R,d_R,k_d,CT,CT_ratio
0.31,1.400000000000001,4.8670546971530095,0.0079417700737271,1.0399252632089442
0.31,1.410000000000001,4.8670546971530095,0.0079379202718241,1.0394211556585982
0.31,1.420000000000001,4.8670546971530095,0.0079341164824862,1.0389230731666996
0.31,1.430000000000001,4.8670546971530095,0.0079303578791741,1.0384309075030822
0.31,1.440000000000001,4.8670546971530095,0.0079266436579108,1.0379445533919711
0.31,1.450000000000001,4.8670546971530095,0.0079229730364504,1.037463908403145
0.31,1.460000000000001,4.8670546971530095,0.0079193452534766,1.0369888728469818
0.31,1.470000000000001,4.8670546971530095,0.0079157595676785,1.0365193496534422
0.31,1.480000000000001,4.8670546971530095,0.0079122152595676,1.0360552446099942
0.31,1.490000000000001,4.8670546971530095,0.0079086693867966,1.035590934684064
0.31,1.500000000000001,4.8670546971530095,0.0079052057864878,1.035137397823976
0.31,1.5100000000000011,4.8670546971530095,0.0079017815064168,1.0346890097038113
0.31,1.5200000000000011,4.8670546971530095,0.0078983958959663,1.034245685129293
0.31,1.5300000000000011,4.8670546971530095,0.0078950483207566,1.0338073410323547
0.31,1.5400000000000011,4.8670546971530095,0.0078917381620856,1.0333738963978154
0.31,1.5500000000000012,4.8670546971530095,0.0078884648163897,1.0329452721927852
0.31,1.5600000000000012,4.8670546971530095,0.0078852276947273,1.032521391299035
0.31,1.5700000000000012,4.8670546971530095,0.0078820262222842,1.0321021784482296
0.31,1.5800000000000012,4.8670546971530095,0.007878859837897,1.031687560159522
0.31,1.5900000000000012,4.8670546971530095,0.0078757279936017,1.031277464680443
0.31,1.6000000000000012,4.8670546971530095,0.0078726301541912,1.0308718219289612
0.31,1.6100000000000012,4.8670546971530095,0.0078695657968008,1.0304705634392044
0.31,1.6200000000000012,4.8670546971530095,0.0078665344105025,1.030073622308338
0.31,1.6300000000000012,4.8670546971530095,0.0078635354959231,1.0296809331465553
0.31,1.6400000000000012,4.8670546971530095,0.0078605685648714,1.029292432028263
0.31,1.6500000000000012,4.8670546971530095,0.0078575886204804,1.0289022268943457
0.31,1.6600000000000013,4.8670546971530095,0.0078546842743615,1.0285219208827
0.31,1.6700000000000013,4.8670546971530095,0.0078518105104066,1.0281456194147078
0.31,1.6800000000000013,4.8670546971530095,0.0078489668817348,1.0277732639741024
0.31,1.6900000000000013,4.8670546971530095,0.0078461529506919,1.0274047972527955
0.31,1.7000000000000013,4.8670546971530095,0.0078433682883964,1.0270401630914294
0.31,1.7100000000000013,4.8670546971530095,0.0078406124762356,1.0266793066752815
0.31,1.7200000000000013,4.8670546971530095,0.0078378851043977,1.0263221743420528
0.31,1.730000000000001,4.8670546971530095,0.0078351857708831,1.0259687134524023
0.31,1.740000000000001,4.8670546971530095,0.0078325140823572,1.0256188725016173
0.31,1.750000000000001,4.8670546971530095,0.0078298696525226,1.025272600906462
0.31,1.7600000000000011,4.8670546971530095,0.0078272521031945,1.0249298491459962
0.31,1.7700000000000014,4.8670546971530095,0.0078246610637216,1.0245905686857426
0.31,1.7800000000000014,4.8670546971530095,0.0078220961707336,1.0242547119446275
0.31,1.7900000000000014,4.8670546971530095,0.0078195570679378,1.0239222322683434
0.31,1.8000000000000014,4.8670546971530095,0.0078170434063469,1.0235930839591794
0.31,1.8100000000000012,4.8670546971530095,0.0078145548469824,1.0232672226300157
0.31,1.8200000000000012,4.8670546971530095,0.0078120910495369,1.0229446037197198
0.31,1.8300000000000012,4.8670546971530095,0.0078096516841017,1.0226251840288054
0.31,1.8400000000000012,4.8670546971530095,0.007807189461382,1.0223027713190327
0.31,1.8500000000000012,4.8670546971530095,0.0078047980279097,1.0219896280197378
0.31,1.8600000000000012,4.8670546971530095,0.0078024300726847,1.0216795590505074
0.31,1.8700000000000012,4.8670546971530095,0.0078000852894458,1.0213725243083474
0.31,1.8800000000000012,4.8670546971530095,0.0077977633774585,1.0210684844139504
0.31,1.8900000000000012,4.8670546971530095,0.0077954640413722,1.0207674006929974
0.31,1.9000000000000012,4.8670546971530095,0.0077931869910823,1.0204692351581
0.31,1.9100000000000013,4.8670546971530095,0.0077909319415971,1.0201739504913727
0.31,1.9200000000000013,4.8670546971530095,0.0077886986129102,1.0198815100277234
